freq	demod_Phase0	demod_Magnitude0
1.025600000000000023e+01	1.464140300863090438e-01	1.489601210499101342e-03
1.025699999999999967e+01	4.576853060452319433e-01	1.476612755052180044e-03
1.025799999999999912e+01	7.860467309827814386e-01	1.393814754442237363e-03
1.025900000000000034e+01	1.101088545541484276e+00	1.336358680664601669e-03
1.025999999999999979e+01	1.431046372705753633e+00	1.334684445971453821e-03
1.026099999999999923e+01	1.739848269047328255e+00	1.269381699872406972e-03
1.026200000000000045e+01	2.079179085711139408e+00	1.254344673360881929e-03
1.026299999999999990e+01	2.435112667332008041e+00	1.267815320041853957e-03
1.026399999999999935e+01	2.793523810274630925e+00	1.243582747861035273e-03
1.026500000000000057e+01	3.101890678599467766e+00	1.272503325754459130e-03
1.026600000000000001e+01	-2.842139928213084588e+00	1.303107758753049069e-03
1.026699999999999946e+01	-2.508955458335333066e+00	1.315305623902823188e-03
1.026800000000000068e+01	-2.198771451033175950e+00	1.372347488502919212e-03
1.026900000000000013e+01	-1.871553758532638279e+00	1.432204219510496658e-03
1.026999999999999957e+01	-1.581684403976638897e+00	1.457708843927813750e-03
1.027100000000000080e+01	-1.279361217040465570e+00	1.475753154972354831e-03
1.027200000000000024e+01	-9.643292967283673134e-01	1.526937330614011991e-03
1.027299999999999969e+01	-6.831473882047969237e-01	1.587091012752157079e-03
1.027400000000000091e+01	-3.913584344304975038e-01	1.605066883946258899e-03
1.027500000000000036e+01	-1.190935480590286782e-01	1.635978442261946421e-03
1.027599999999999980e+01	1.558949433864229850e-01	1.607581780344605627e-03
1.027699999999999925e+01	4.320153395495036075e-01	1.625040796264333237e-03
1.027800000000000047e+01	7.114458434618329274e-01	1.608353184301179869e-03
1.027899999999999991e+01	1.013899974259905523e+00	1.562580654993510213e-03
1.027999999999999936e+01	1.310465070104624541e+00	1.534891661149368576e-03
1.028100000000000058e+01	1.607253607499392833e+00	1.486195424267626290e-03
1.028200000000000003e+01	1.909342028641688449e+00	1.453444304752067682e-03
1.028299999999999947e+01	2.238774262585534913e+00	1.416745441988754694e-03
1.028400000000000070e+01	2.535646281624735821e+00	1.334101852051954246e-03
1.028500000000000014e+01	2.883863599053947180e+00	1.288079874104034513e-03
1.028599999999999959e+01	-3.074014023562627429e+00	1.271394050009853373e-03
1.028700000000000081e+01	-2.712487072735208393e+00	1.280117931819281128e-03
1.028800000000000026e+01	-2.345824143931353856e+00	1.252282572400538387e-03
1.028899999999999970e+01	-2.012867425703818380e+00	1.287501559744761966e-03
1.028999999999999915e+01	-1.672489430575029745e+00	1.302114296456253475e-03
1.029100000000000037e+01	-1.314817026068444861e+00	1.361435588842705964e-03
1.029199999999999982e+01	-1.017038470871369782e+00	1.396852440032759438e-03
1.029299999999999926e+01	-6.942579900349127309e-01	1.416928951069871320e-03
1.029400000000000048e+01	-3.858102477265616947e-01	1.448859947041391746e-03
1.029499999999999993e+01	-1.036542540572089333e-01	1.490440367771271764e-03
1.029599999999999937e+01	1.763919700178260552e-01	1.545064128056730657e-03
1.029700000000000060e+01	4.864490488573131599e-01	1.549260740118719353e-03
1.029800000000000004e+01	7.626178915808706771e-01	1.599766932034759562e-03
1.029899999999999949e+01	1.030345242239691039e+00	1.595638123441261904e-03
1.030000000000000071e+01	1.308308179858979292e+00	1.587074097602024936e-03
1.030100000000000016e+01	1.593334647439121676e+00	1.570462630029086310e-03
1.030199999999999960e+01	1.897893896236146460e+00	1.548392853809620658e-03
1.030300000000000082e+01	2.195507500397566591e+00	1.473117749473798694e-03
1.030400000000000027e+01	2.515942703786294921e+00	1.450750059404068469e-03
1.030499999999999972e+01	2.843126884460764447e+00	1.462551608337387928e-03
1.030599999999999916e+01	-3.098845174246059209e+00	1.428339159459453929e-03
1.030700000000000038e+01	-2.761191955629381134e+00	1.415011774147896919e-03
1.030799999999999983e+01	-2.345819882314149396e+00	1.374694008530014241e-03
1.030899999999999928e+01	-1.947134083714312291e+00	1.356707205698162461e-03
1.031000000000000050e+01	-1.402887964181774194e+00	1.345531622314013543e-03
1.031099999999999994e+01	-6.438250507556791957e-01	1.000640766425729862e-03
1.031199999999999939e+01	-7.383319962644190049e-02	3.909453791449174118e-04
1.031300000000000061e+01	-9.042713402690089053e-01	1.694316610955678537e-04
1.031400000000000006e+01	-1.198041721495648471e+00	4.457134224937915048e-04
1.031499999999999950e+01	-7.839435119099050775e-01	6.590738435418978282e-04
1.031600000000000072e+01	-4.761049333962104058e-01	8.020355194861322670e-04
1.031700000000000017e+01	-7.772266158849612527e-02	9.323195137916659263e-04
1.031799999999999962e+01	2.415506428076024670e-01	1.043394788389365732e-03
1.031900000000000084e+01	5.829046948776019921e-01	1.106489692327586099e-03
1.032000000000000028e+01	8.939414195733454971e-01	1.190387797761204751e-03
1.032099999999999973e+01	1.246835520565780175e+00	1.215432671870965778e-03
1.032199999999999918e+01	1.552320079593470181e+00	1.272516758235544675e-03
1.032300000000000040e+01	1.850928723477707427e+00	1.286068929369356883e-03
1.032399999999999984e+01	2.167655351505156869e+00	1.265629025056319752e-03
1.032499999999999929e+01	2.464975781773025787e+00	1.313593058339290916e-03
1.032600000000000051e+01	2.773067215623756354e+00	1.278618394077483782e-03
1.032699999999999996e+01	3.038420340267339537e+00	1.317548414278884184e-03
1.032799999999999940e+01	-2.950152817311159303e+00	1.299637220630912816e-03
1.032900000000000063e+01	-2.618707288530012889e+00	1.294939398153703526e-03
1.033000000000000007e+01	-2.338556097948555568e+00	1.300675822333834325e-03
1.033099999999999952e+01	-2.044858317063321440e+00	1.295117680319734068e-03
1.033200000000000074e+01	-1.724951622983085908e+00	1.251787578258525997e-03
1.033300000000000018e+01	-1.421837837426365603e+00	1.269170274785529637e-03
1.033399999999999963e+01	-1.124688906205262295e+00	1.280746506484452176e-03
1.033500000000000085e+01	-7.974733059318496187e-01	1.249845470416551278e-03
1.033600000000000030e+01	-4.849253287823993008e-01	1.266750570237465401e-03
1.033699999999999974e+01	-2.015597520002123666e-01	1.265998913137518023e-03
1.033799999999999919e+01	1.406762067505018254e-01	1.278448690228185759e-03
1.033900000000000041e+01	4.291484111721414196e-01	1.287835233385851855e-03
1.033999999999999986e+01	7.838666092485843118e-01	1.285400270760724082e-03
1.034099999999999930e+01	1.082726315716376453e+00	1.270796361662803473e-03
1.034200000000000053e+01	1.387024374461913290e+00	1.319176296816028165e-03
1.034299999999999997e+01	1.704104146085955174e+00	1.358775434062216726e-03
1.034399999999999942e+01	2.030274861262316044e+00	1.399895754117651964e-03
1.034500000000000064e+01	2.351732531627064748e+00	1.416966001943637714e-03
1.034600000000000009e+01	2.644327549971684732e+00	1.424894977185441839e-03
1.034699999999999953e+01	2.983918440005905115e+00	1.464880076464639743e-03
1.034800000000000075e+01	-2.997630145352731645e+00	1.467156467864145922e-03
1.034900000000000020e+01	-2.704968973687075895e+00	1.469507191680244048e-03
1.034999999999999964e+01	-2.402210547862522194e+00	1.530234564149632499e-03
1.035100000000000087e+01	-2.100786719217247800e+00	1.535068476944860668e-03
1.035200000000000031e+01	-1.796380896249690551e+00	1.528223656711168513e-03
1.035299999999999976e+01	-1.481190300278699024e+00	1.497762321809807022e-03
1.035399999999999920e+01	-1.201503661022400138e+00	1.494562227591317164e-03
1.035500000000000043e+01	-8.919820548772998681e-01	1.479263043090289342e-03
1.035599999999999987e+01	-5.662951434756561264e-01	1.484234620803060291e-03
1.035699999999999932e+01	-2.847910007386479370e-01	1.475855390847245069e-03
1.035800000000000054e+01	2.907176220518678175e-02	1.456346051341995181e-03
1.035899999999999999e+01	3.609816341232281456e-01	1.414847406360856749e-03
1.035999999999999943e+01	6.731070891949161306e-01	1.436187130265888581e-03
1.036100000000000065e+01	9.679001412803731608e-01	1.420826868143333080e-03
1.036200000000000010e+01	1.322869110492463030e+00	1.401673418986793809e-03
1.036299999999999955e+01	1.627240245661441431e+00	1.438398295308546734e-03
1.036400000000000077e+01	1.927814214015264760e+00	1.434774757897830854e-03
1.036500000000000021e+01	2.246250180260404239e+00	1.447005518094088587e-03
1.036599999999999966e+01	2.576784052925939150e+00	1.471813819279135620e-03
1.036700000000000088e+01	2.887869468493808878e+00	1.458483875566550254e-03
1.036800000000000033e+01	-3.095831056101908452e+00	1.513971156397807055e-03
1.036899999999999977e+01	-2.793816755443213840e+00	1.507729224041692287e-03
1.036999999999999922e+01	-2.464178125366541128e+00	1.529502584034149026e-03
1.037100000000000044e+01	-2.172152245399295634e+00	1.583819666065284940e-03
1.037199999999999989e+01	-1.865792599450382783e+00	1.617460974707034304e-03
1.037299999999999933e+01	-1.557730036400487128e+00	1.633243610883983307e-03
1.037400000000000055e+01	-1.262803791569723666e+00	1.647602311814510808e-03
1.037500000000000000e+01	-9.547829899378200702e-01	1.625253793515011192e-03
1.037599999999999945e+01	-6.381527174588427220e-01	1.676718293399426067e-03
1.037700000000000067e+01	-3.117281656075491236e-01	1.660115602911595850e-03
1.037800000000000011e+01	-1.917736161999972211e-02	1.681714699408069389e-03
1.037899999999999956e+01	2.994190743920770448e-01	1.679296920745327682e-03
1.038000000000000078e+01	6.099451965441284873e-01	1.641556261398166745e-03
