freq	demod_AI0	demod_AQ0	demod_BI0	demod_BQ0
1.006799999999999962e+01	5.247065590202306057e-04	-1.895393572023793124e-03	2.410205585034869147e-02	-7.159003293218020592e-02
1.006900000000000084e+01	-5.264660335415679443e-05	-2.025552107106246523e-03	2.510934483878429768e-02	-7.119045928692518954e-02
1.007000000000000028e+01	-1.814418540148133837e-03	1.068157641206477805e-03	-7.468773714045887080e-02	-9.516533597302487615e-03
1.007099999999999973e+01	2.110203971049562539e-03	-9.391860400587712446e-05	4.700298680284154679e-02	5.897194951655729267e-02
1.007199999999999918e+01	1.847592101121827768e-04	-2.108797127151618156e-03	7.310482789440914120e-02	-1.724575047514860862e-02
1.007300000000000040e+01	1.991694848347466944e-03	-8.247658051294059437e-04	3.106786232911241258e-02	6.885720935853101299e-02
1.007399999999999984e+01	1.879854580039151939e-03	1.085598071504095081e-03	-5.318477999556806696e-02	5.309472134102136837e-02
1.007499999999999929e+01	8.340425854931297900e-04	2.022660644335696686e-03	-7.421550924032191410e-02	-1.264251076826149352e-02
1.007600000000000051e+01	1.232570916560736703e-03	-1.752084089288644510e-03	7.051669370976722424e-03	7.515897033378066139e-02
1.007699999999999996e+01	2.105948134853637219e-03	-3.583625081013288964e-04	-6.260994631429483981e-02	4.203240726728735277e-02
1.007799999999999940e+01	1.852981830649663274e-03	1.078532736746291030e-03	-6.957988709142927386e-02	-2.916624372878651519e-02
1.007900000000000063e+01	-9.245937020230660108e-04	-1.854142548187069552e-03	2.066431728862722778e-02	7.246473157217057925e-02
1.008000000000000007e+01	-6.618256059085918545e-04	1.963764993528283737e-03	5.404085477182348635e-02	-5.220893051376952754e-02
1.008099999999999952e+01	1.035816357844803436e-03	1.706199444168147398e-03	1.655867578214634955e-02	-7.314559684921495553e-02
1.008200000000000074e+01	1.854237576275482528e-03	-5.197727778540946631e-04	-5.249815400001641569e-02	-5.367335247369305756e-02
1.008300000000000018e+01	1.227157572322603576e-03	1.416052404707682623e-03	4.641911081126406241e-02	-5.942641725841404238e-02
1.008399999999999963e+01	1.621932350039672569e-03	-7.515755270582180191e-04	-2.289914774523913940e-02	-7.180888659076949121e-02
1.008500000000000085e+01	-2.553215481742121627e-04	1.735360032398847955e-03	6.217619551900344099e-02	4.226733531687573014e-02
1.008600000000000030e+01	-6.231681437213175152e-04	1.565764208653029621e-03	3.011301857445020796e-02	6.871803800611379909e-02
1.008699999999999974e+01	1.108867678943415520e-03	1.181516658749603771e-03	7.038402395210387186e-02	2.667922709455650826e-02
1.008799999999999919e+01	-6.521277198186510408e-04	-1.414832374839381955e-03	-3.665477868090335350e-02	-6.557498471181895383e-02
1.008900000000000041e+01	-3.832539528021908356e-04	1.532188498333394815e-03	-3.767839420188616451e-02	6.517915467401315388e-02
1.008999999999999986e+01	1.115627668392354596e-03	1.101809119176544319e-03	1.189106732192198208e-02	7.428651115640104441e-02
1.009099999999999930e+01	-1.497329863899257837e-03	-5.880724297586102396e-04	-1.352992616714827206e-02	-7.399050057250790291e-02
1.009200000000000053e+01	-8.730479031725475519e-04	-1.420156425496449598e-03	5.473924308458275739e-02	-5.153609269056742131e-02
1.009299999999999997e+01	1.162464595375437742e-03	1.352833927150007059e-03	-6.203395827919239158e-02	4.275548238004977381e-02
1.009399999999999942e+01	1.557805637488143217e-03	-9.736447714040637452e-04	9.560421921921356467e-03	7.452956683003739147e-02
1.009500000000000064e+01	1.677088924567978574e-03	1.013211007843219319e-03	-7.182710476749022688e-02	2.198711112299481588e-02
1.009600000000000009e+01	2.508768411146757677e-04	2.050219732877724479e-03	-4.647503974142128125e-02	-5.897177289928306337e-02
1.009699999999999953e+01	9.997827443567349447e-04	1.913079811399239719e-03	-5.101484922224222562e-02	-5.509011556266468768e-02
1.009800000000000075e+01	1.666167858154102548e-03	1.452716381961513580e-03	-5.641591811527729011e-02	-4.958988204196990157e-02
1.009900000000000020e+01	-2.008074850068900571e-03	1.070424833499001530e-03	7.381271104071927824e-02	-1.443395362704885318e-02
1.009999999999999964e+01	1.227113795078769477e-03	-1.890272892694948477e-03	-6.803285790952820489e-02	3.201631252578587133e-02
1.010100000000000087e+01	-1.135624189150313259e-03	-1.948776790132643495e-03	-2.252431155059798212e-02	7.189253901624217957e-02
1.010200000000000031e+01	-3.043968965562881987e-05	-2.202734809739293441e-03	-6.620011363213397504e-02	3.523842201974250465e-02
1.010299999999999976e+01	-1.279441603544454950e-03	-1.740543602487491966e-03	-5.054765054420114201e-02	5.561523804220278033e-02
1.010399999999999920e+01	-2.088858437731752182e-03	4.311788864076013288e-05	-4.243940587284783170e-03	7.529835351226470130e-02
1.010500000000000043e+01	1.954020171226274801e-03	-1.216231079545467209e-04	2.102345803355560108e-02	-7.243736537110746776e-02
1.010599999999999987e+01	1.817336893926851504e-03	8.112316197788991135e-05	4.814778463497172006e-02	-5.772531760409561896e-02
1.010699999999999932e+01	1.316060209936787762e-03	1.085670915914685843e-03	7.497762583095878008e-02	6.704252395302013300e-03
1.010800000000000054e+01	-1.556377150693763305e-03	1.304765243931827693e-04	-7.150067836172706304e-02	2.383691669332387714e-02
1.010899999999999999e+01	-2.428568110283142842e-04	1.434102996035218095e-03	-2.148837201686448414e-02	7.204227721054691502e-02
1.010999999999999943e+01	-5.402906759033738711e-04	-1.216444740796379003e-03	9.064240942881669760e-03	-7.477112974975248794e-02
1.011100000000000065e+01	1.185150801226888271e-03	-4.466753258319552770e-04	6.307516266171410424e-02	4.107955983589713089e-02
1.011200000000000010e+01	-1.263010262848855486e-03	3.487202406410066418e-04	-3.210465856616947361e-02	-6.806188486993505760e-02
1.011299999999999955e+01	1.260322860235055849e-03	-4.031594835820211001e-04	7.354159876862576342e-03	7.491365650294233569e-02
1.011400000000000077e+01	6.486537999669835094e-04	-1.241969169806393658e-03	3.494327318281283817e-02	6.642726087084072084e-02
1.011500000000000021e+01	3.707962882963938974e-05	1.536253495420287704e-03	-4.480067925560852343e-02	-6.039172280286471406e-02
1.011599999999999966e+01	2.980300255433933191e-04	1.613023229138938180e-03	-3.392335249615509307e-02	-6.706233705546647828e-02
1.011700000000000088e+01	1.325036876320189079e-03	-1.070522912429527299e-03	-5.990260994578627818e-02	4.566887758885680021e-02
1.011800000000000033e+01	-3.607985932276551607e-04	-1.740394620058664929e-03	-9.405549803604635120e-03	7.454768083326830663e-02
1.011899999999999977e+01	1.821640932687091426e-03	-2.932778988099891547e-04	-6.824510333760790137e-02	-3.178601350314157886e-02
1.011999999999999922e+01	1.829156206249911865e-03	-3.409779128425234249e-04	-5.797480296665768335e-02	-4.764506064103957161e-02
1.012100000000000044e+01	-9.316757241762161452e-04	-1.628049683166333302e-03	-4.507002267713407923e-02	6.043287646937387653e-02
1.012199999999999989e+01	1.531812038934468080e-03	1.085141686484412688e-03	3.278232970856344991e-02	-6.748550128485589217e-02
1.012299999999999933e+01	5.383995876739533981e-04	-1.719479634659649373e-03	-6.884633183922655997e-02	-3.025093926506434994e-02
1.012400000000000055e+01	-1.631754848248346797e-03	6.499509947182008709e-04	-9.586984663034921455e-04	7.510792728792757555e-02
1.012500000000000000e+01	-5.802988196732517239e-04	1.588987022954938336e-03	4.027680864950070744e-02	6.374008252099765126e-02
1.012599999999999945e+01	9.265360943486745373e-04	-1.220428321288297147e-03	7.585093828501501129e-04	-7.523303153517348074e-02
1.012700000000000067e+01	1.433688466232375426e-03	-1.566798649878327731e-05	6.994355017195864888e-02	-2.755269886247995251e-02
1.012800000000000011e+01	9.419480063760729159e-04	-8.630016063709531910e-04	5.242826234519473022e-02	-5.366077665409980935e-02
1.012899999999999956e+01	1.166305082085086851e-03	1.055513831582645628e-04	7.088202467065081447e-02	2.546389269793065610e-02
1.013000000000000078e+01	-6.173940350382136006e-04	-8.420970461156868829e-04	2.625000158293051424e-05	-7.529521679240237797e-02
1.013100000000000023e+01	-8.223194122699732178e-04	-4.616569465837813691e-04	-5.019056067163926368e-03	-7.502685798710453935e-02
1.013199999999999967e+01	4.800579937922258545e-04	7.263185338941229160e-04	-5.191904046961415969e-02	5.421896821513678966e-02
1.013299999999999912e+01	-2.694890019361197565e-04	-7.385355042077610625e-04	7.460690709947810639e-02	-9.215005818137072049e-03
1.013400000000000034e+01	7.460004769262901540e-04	2.573093324202978643e-06	-4.230886979561266498e-02	6.212474237086530737e-02
1.013499999999999979e+01	-7.407527144813052947e-04	3.860812169401655849e-05	6.360666829862239580e-02	-3.953101373094676518e-02
1.013599999999999923e+01	-7.384245225975984454e-04	-3.483646079570782084e-05	7.514638356404002018e-02	-3.753429313022710150e-03
1.013700000000000045e+01	-4.867108692551697503e-04	-5.468737780115784678e-04	3.208184423554889808e-02	6.784661932462968115e-02
1.013799999999999990e+01	4.286759864656964529e-04	6.201924626405123670e-04	1.133369855189687468e-03	-7.517586777361169592e-02
1.013899999999999935e+01	3.411872118064780213e-04	-6.516008526678901880e-04	-7.459344128301095833e-02	7.833901217548743662e-03
1.014000000000000057e+01	1.101446460813166689e-04	7.806601093727949699e-04	6.893794960540575167e-02	-2.990391022136371091e-02
1.014100000000000001e+01	5.519634932642776635e-04	-5.091467707676571985e-04	-4.847699112305646485e-02	-5.723304019408929910e-02
1.014199999999999946e+01	-1.438944720862523480e-04	7.901199938780657187e-04	6.493400693816346603e-02	3.765839463659416408e-02
1.014300000000000068e+01	2.235450692305429175e-04	7.459536522337323469e-04	7.136292364334788363e-02	2.414929032034491413e-02
1.014400000000000013e+01	-6.042701785122682944e-04	4.627869495339615195e-04	-1.826752379748323996e-02	7.265512901183653061e-02
1.014499999999999957e+01	8.108731712736314538e-06	7.315214169648939866e-04	3.178605341992914862e-02	6.802315606594776243e-02
1.014600000000000080e+01	1.059273764983701636e-04	6.793591134094419245e-04	2.670625481077094562e-02	7.012601414734566385e-02
1.014700000000000024e+01	3.349881210540985336e-04	-5.113058249259183575e-04	4.251190426658735949e-02	-6.201729267983358690e-02
1.014799999999999969e+01	2.196693878512089677e-04	-5.167252888131955782e-04	4.423920439551417422e-02	-6.097035801757148821e-02
1.014899999999999913e+01	-5.258556305169364989e-04	5.873351041135891829e-05	-7.094030854611538262e-02	-2.466581490913054286e-02
1.015000000000000036e+01	-1.484700308873099824e-04	4.627308016494934874e-04	-5.668615388049065562e-02	4.930600345824387443e-02
1.015099999999999980e+01	3.633928528276464268e-04	-1.504986740072436209e-04	7.270560105890795655e-02	1.834789571039879136e-02
1.015199999999999925e+01	3.715703213286738419e-04	5.956969466951700343e-05	4.870492180632070289e-02	5.714107705307486934e-02
1.015300000000000047e+01	-3.482163205756295065e-04	8.275402953034153826e-05	-6.168236802194029117e-02	-4.257401311011501516e-02
1.015399999999999991e+01	-1.590186130651380174e-04	-2.811928811303272173e-04	2.246866520459910727e-02	-7.181697226021777070e-02
1.015499999999999936e+01	-1.800633356181569641e-04	3.184696618493724975e-04	-7.296514455259882348e-02	1.632660998007514144e-02
1.015600000000000058e+01	3.474913007962648057e-04	-2.625637680916351625e-05	5.755437526678307270e-02	4.827754863729869644e-02
1.015700000000000003e+01	3.365133784885885422e-04	1.623052930380636618e-04	1.952868831670413058e-02	7.252396550444750734e-02
1.015799999999999947e+01	-3.870329575022736393e-04	-3.931404191604481654e-05	-2.903788217109821990e-02	-6.913400790008064623e-02
1.015900000000000070e+01	2.616993797064508546e-04	-2.689413250976821447e-04	7.083256249769977198e-02	2.476032712649100034e-02
1.016000000000000014e+01	8.620610136785000723e-07	-3.661334499435848176e-04	7.336353388096036876e-02	-1.579205001227794447e-02
1.016099999999999959e+01	-3.491134565383534165e-04	-1.406144491810871881e-04	2.833327429142482035e-02	-6.951946880930456873e-02
1.016200000000000081e+01	2.581406838582458747e-04	-1.905500144138497763e-04	3.593738194903364075e-02	6.575699076032295864e-02
1.016300000000000026e+01	-2.821134940275638807e-04	1.462290983627928987e-04	2.471485694549465512e-03	-7.481146483408603054e-02
1.016399999999999970e+01	2.181297085520826325e-04	-1.069020291376783413e-04	-2.212642583749927297e-02	7.166974643201319550e-02
1.016499999999999915e+01	-2.160048063472654349e-04	9.148098492656378110e-05	5.719288007966393667e-02	-4.810853834272724866e-02
1.016600000000000037e+01	-8.681964104809478501e-05	1.922069475305939943e-04	4.686824294102640009e-02	-5.840720037051469471e-02
1.016699999999999982e+01	-1.665101266564202184e-04	1.360786981587616044e-04	7.223144608748073570e-02	2.156356651938082930e-02
1.016799999999999926e+01	-1.082168626419408665e-04	2.596035092019693957e-04	7.057779749524824286e-02	2.579818413192833115e-02
1.016900000000000048e+01	1.497010509265336560e-04	-2.684862458281466477e-04	-4.804855128501037131e-02	-5.744753992458248582e-02
1.016999999999999993e+01	2.427736035650416430e-04	3.531273047470417383e-04	7.490497713943145008e-02	4.533463634790587012e-03
1.017099999999999937e+01	3.775659922774082518e-04	3.440804488554861712e-04	7.425859333558385011e-02	9.601257084938847816e-03
1.017200000000000060e+01	3.795978494175583900e-04	4.851114978206765927e-04	6.242001962248706903e-02	4.155802634487408553e-02
1.017300000000000004e+01	-6.681795470990174301e-04	-1.386038993645370004e-04	-7.324954212667897369e-02	-1.513456152455505341e-02
1.017399999999999949e+01	-4.517744842631147987e-04	6.402649272345914975e-04	-5.607073535718717916e-02	4.946731179767242109e-02
1.017500000000000071e+01	-7.673038259290144124e-04	3.785226948923973186e-04	-7.481485173867177818e-02	-2.238842262550387683e-03
1.017600000000000016e+01	5.012535698197898839e-04	7.485321370897855906e-04	-7.932248016058606951e-03	7.427629523557306712e-02
1.017699999999999960e+01	6.734596883651143171e-04	-6.203515306513805814e-04	7.333015286526432808e-02	1.552084247123112007e-02
1.017800000000000082e+01	-8.488118737247230395e-05	-9.295333329377837529e-04	6.761703489622125640e-02	-3.147990587856559080e-02
1.017900000000000027e+01	-3.145943292307568778e-04	9.445688077268171940e-04	-7.311545767985166977e-02	-1.624214255056389763e-02
1.017999999999999972e+01	-9.274963577418357053e-04	3.217864106066890698e-04	-1.217881511501392108e-02	-7.382615082512863913e-02
1.018099999999999916e+01	-8.769862504436587132e-04	4.122011986392579890e-04	-4.616500284171770043e-04	-7.475907143345136840e-02
1.018200000000000038e+01	-5.358993096913815344e-04	7.867395863202321154e-04	-1.991389042467170065e-02	-7.217760132691965203e-02
1.018299999999999983e+01	7.114586083841895883e-04	5.563012485547511477e-04	-7.456442208277755390e-02	-3.942125037545487001e-03
1.018399999999999928e+01	2.498649630648423704e-04	-8.084436274101183774e-04	-1.294234202560612824e-03	7.495148325901287989e-02
1.018500000000000050e+01	3.089225906579169396e-04	7.945198939994814729e-04	-2.526596625952853836e-02	-7.037597729439139249e-02
1.018599999999999994e+01	-7.268998520051890913e-04	3.825928203047030828e-04	7.432523045608153967e-02	-7.861985589756139911e-03
1.018699999999999939e+01	-7.876046071836406226e-04	-2.783703217955962999e-05	5.314986508148093064e-02	5.251520249293528675e-02
1.018800000000000061e+01	-5.585407943576335471e-04	5.649550755491732686e-04	7.177005744163132694e-02	2.170631529399245571e-02
1.018900000000000006e+01	-6.667083793179111881e-04	-3.605661065865505021e-04	-2.762685633978965646e-02	6.963095536321524393e-02
1.018999999999999950e+01	-6.309465932178968560e-04	4.609988461851026258e-04	2.929160599608975415e-02	6.898471647009082885e-02
